ID,Table,Column,Tags,ValueControl,Title,Description,UsedFor,Decimal,EnumValue,EnumList,VariableList,DateValue,Photo,URL,File,LastEditBy,LastEditOn,Name_en,Name_hi,Name_mr,ActionIcon
OPT_Wheat,Variable,Crops,"Option , Crops , ID Connected to Variable",Enum,Gahu (Wheat),,Option item for Crops,,Gahu (Wheat),,,,,,,DevNoMi,08/10/2026 08:57:11,Gahu (Wheat),गहू (गेहूं),गाहू (गहू),
OPT_WheatSeed,Variable,,"Option , None , ID Connected to Variable",Enum,Gahu beej (Wheat seed),,Option item for None,,Gahu beej (Wheat seed),,,,,,,DevNoMi,08/10/2026 08:57:11,Gahu beej (Wheat seed),गेहूं का बीज,गहू बीज (गव्हाचे बी),
OPT_Maize,Variable,,"Option , None , ID Connected to Variable",Enum,Makka (Maize),,Option item for None,,Makka (Maize),,,,,,,DevNoMi,08/10/2026 08:57:11,Makka (Maize),मक्का (मक्का),मक्का (मका),
OPT_MaizeSeed,Variable,,"Option , None , ID Connected to Variable",Enum,Makka beej ( Maize seed),,Option item for None,,Makka beej ( Maize seed),,,,,,,DevNoMi,08/10/2026 08:57:11,Makka beej ( Maize seed),मक्का बीज (मक्के का बीज),मका बीज (मक्याचे बी),
OPT_MakkaIntercrop,Variable,,"Option , None , ID Connected to Variable",Enum,Makka (with intercrop),,Option item for None,,Makka (with intercrop),,,,,,,DevNoMi,08/10/2026 08:57:11,Makka (with intercrop),मक्का (अंतरफसल सहित),मक्का (आंतरपीकासह),
OPT_Barley,Variable,Crops,"Option , Crops , ID Connected to Variable",Enum,Jau (Barley),,Option item for Crops,,Jau (Barley),,,,,,,DevNoMi,08/10/2026 08:57:11,Jau (Barley),जौ (जौ),जाउ (बार्ली),
OPT_Cotton,Variable,Crops,"Option , Crops , ID Connected to Variable",Enum,Kapus (Cotton),,Option item for Crops,,Kapus (Cotton),,,,,,,DevNoMi,08/10/2026 08:57:11,Kapus (Cotton),कपास,कापूस (सुती),
OPT_Jowar,Variable,Crops,"Option , Crops , ID Connected to Variable",Enum,Jowar,,Option item for Crops,,Jowar,,,,,,,DevNoMi,08/10/2026 08:57:11,Jowar,ज्वार,ज्वार,
OPT_Castor,Variable,,"Option , None , ID Connected to Variable",Enum,Arandel (Castor),,Option item for None,,Arandel (Castor),,,,,,,DevNoMi,08/10/2026 08:57:11,Arandel (Castor),अरंडेल (कैस्टर),अरंडेल (एरंडेल),
OPT_Spongeguard,Variable,,"Option , None , ID Connected to Variable",Enum,Spongeguard,,Option item for None,,Spongeguard,,,,,,,DevNoMi,08/10/2026 08:57:11,Spongeguard,स्पंजगार्ड,स्पंजगार्ड,
OPT_Sesame,Variable,Crops,"Option , Crops , ID Connected to Variable",Enum,Til ( Sesame),,Option item for Crops,,Til ( Sesame),,,,,,,DevNoMi,08/10/2026 08:57:11,Til ( Sesame),तिल,तीळ,
OPT_Groundnut,Variable,Crops,"Option , Crops , ID Connected to Variable",Enum,Shengdane ( Groundnut),,Option item for Crops,,Shengdane ( Groundnut),,,,,,,DevNoMi,08/10/2026 08:57:11,Shengdane ( Groundnut),शेंगडेन (मूंगफली),शेंगदाणे,
OPT_Linseed,Variable,Crops,"Option , Crops , ID Connected to Variable",Enum,Alasi (Linseed),,Option item for Crops,,Alasi (Linseed),,,,,,,DevNoMi,08/10/2026 08:57:11,Alasi (Linseed),अलसी (अलसी),अळशी (जवस),
OPT_Gram,Variable,Crops,"Option , Crops , ID Connected to Variable",Enum,Chana (Gram),,Option item for Crops,,Chana (Gram),,,,,,,DevNoMi,08/10/2026 08:57:11,Chana (Gram),चना (ग्राम),चणा (ग्राम),
OPT_GreenGram,Variable,Crops,"Option , Crops , ID Connected to Variable",Enum,Harbhara( Green Gram),,Option item for Crops,,Harbhara( Green Gram),,,,,,,DevNoMi,08/10/2026 08:57:11,Harbhara( Green Gram),हरभरा (हरी मूंग),हरभरा (हिरवे मूग),
OPT_PigeonPea,Variable,Crops,"Option , Crops , ID Connected to Variable",Enum,Tur (Pigeon pea),,Option item for Crops,,Tur (Pigeon pea),,,,,,,DevNoMi,08/10/2026 08:57:11,Tur (Pigeon pea),तुअर (अरहर),तूर (कबूतर वाटाणा),
OPT_BlackGram,Variable,Crops,"Option , Crops , ID Connected to Variable",Enum,Udad ( Black gram),,Option item for Crops,,Udad ( Black gram),,,,,,,DevNoMi,08/10/2026 08:57:11,Udad ( Black gram),उड़द (काला चना),उडीद (काळे हरभरे),
OPT_RedLentils,Variable,Crops,"Option , Crops , ID Connected to Variable",Enum,Masur ( Red lentils),,Option item for Crops,,Masur ( Red lentils),,,,,,,DevNoMi,08/10/2026 08:57:11,Masur ( Red lentils),मसूर (लाल मसूर),मसूर (लाल मसूर),
OPT_HorseGram,Variable,Crops,"Option , Crops , ID Connected to Variable",Enum,Kuleeth (Horse gram),,Option item for Crops,,Kuleeth (Horse gram),,,,,,,DevNoMi,08/10/2026 08:57:11,Kuleeth (Horse gram),कुलीथ (घोड़े की चना),कुलीठ (घोडा हरभरा),
OPT_Moth,Variable,Crops,"Option , Crops , ID Connected to Variable",Enum,Math/Matki,,Option item for Crops,,Math/Matki,,,,,,,DevNoMi,08/10/2026 08:57:11,Math/Matki,गणित/माटकी,गणित/मटकी,
OPT_Waal,Variable,Crops,"Option , Crops , ID Connected to Variable",Enum,Waal,,Option item for Crops,,Waal,,,,,,,DevNoMi,08/10/2026 08:57:11,Waal,वाल,वाल,
OPT_Chavali,Variable,Crops,"Option , Crops , ID Connected to Variable",Enum,Chavali,,Option item for Crops,,Chavali,,,,,,,DevNoMi,08/10/2026 08:57:11,Chavali,चावली,चावली,
OPT_Vatana,Variable,Crops,"Option , Crops , ID Connected to Variable",Enum,Vatana,,Option item for Crops,,Vatana,,,,,,,DevNoMi,08/10/2026 08:57:11,Vatana,वतना,वताना,
OPT_Household,Variable,,"Option , None , ID Connected to Variable",Enum,Household Use,,Option item for None,,Household Use,,,,,,,DevNoMi,08/10/2026 08:57:11,Household Use,घरेलू उपयोग,घरगुती वापर,
OPT_Drinking,Variable,,"Option , None , ID Connected to Variable",Enum,Drinking Purpose,,Option item for None,,Drinking Purpose,,,,,,,DevNoMi,08/10/2026 08:57:11,Drinking Purpose,पीने का उद्देश्य,पिण्याचा उद्देश,
OPT_Jan,Variable,Month,"Option , Month , ID Connected to Variable",Enum,January,,Option item for Month,,January,,,,,,,DevNoMi,08/10/2026 08:57:11,January,जनवरी,जानेवारी,
OPT_Feb,Variable,Month,"Option , Month , ID Connected to Variable",Enum,February,,Option item for Month,,February,,,,,,,DevNoMi,08/10/2026 08:57:11,February,फ़रवरी,फेब्रुवारी,
OPT_Mar,Variable,Month,"Option , Month , ID Connected to Variable",Enum,March,,Option item for Month,,March,,,,,,,DevNoMi,08/10/2026 08:57:11,March,मार्च,मार्च,
OPT_Apr,Variable,Month,"Option , Month , ID Connected to Variable",Enum,April,,Option item for Month,,April,,,,,,,DevNoMi,08/10/2026 08:57:11,April,अप्रैल,एप्रिल,
OPT_May,Variable,Month,"Option , Month , ID Connected to Variable",Enum,May,,Option item for Month,,May,,,,,,,DevNoMi,08/10/2026 08:57:11,May,मई,मे,
OPT_Jun,Variable,Month,"Option , Month , ID Connected to Variable",Enum,June,,Option item for Month,,June,,,,,,,DevNoMi,08/10/2026 08:57:11,June,जून,जून,
OPT_Jul,Variable,Month,"Option , Month , ID Connected to Variable",Enum,July,,Option item for Month,,July,,,,,,,DevNoMi,08/10/2026 08:57:11,July,जुलाई,जुलै,
OPT_Aug,Variable,Month,"Option , Month , ID Connected to Variable",Enum,August,,Option item for Month,,August,,,,,,,DevNoMi,08/10/2026 08:57:11,August,अगस्त,ऑगस्ट,
OPT_Sep,Variable,Month,"Option , Month , ID Connected to Variable",Enum,September,,Option item for Month,,September,,,,,,,DevNoMi,08/10/2026 08:57:11,September,सितम्बर,सप्टेंबर,
OPT_Oct,Variable,Month,"Option , Month , ID Connected to Variable",Enum,October,,Option item for Month,,October,,,,,,,DevNoMi,08/10/2026 08:57:11,October,अक्टूबर,ऑक्टोबर,
OPT_Nov,Variable,Month,"Option , Month , ID Connected to Variable",Enum,November,,Option item for Month,,November,,,,,,,DevNoMi,08/10/2026 08:57:11,November,नवंबर,नोव्हेंबर,
OPT_Dec,Variable,Month,"Option , Month , ID Connected to Variable",Enum,December,,Option item for Month,,December,,,,,,,DevNoMi,08/10/2026 08:57:11,December,दिसंबर,डिसेंबर,
OPT_SRI,Variable,WaterSave,"Option , WaterSave , ID Connected to Variable",Enum,Store rainwater for irrigation,,Option item for WaterSave,,Store rainwater for irrigation,,,,,,,DevNoMi,08/10/2026 08:57:11,Store rainwater for irrigation,सिंचाई के लिए वर्षा जल संग्रहित करें,सिंचनासाठी पावसाचे पाणी साठवा,
OPT_RG,Variable,WaterSave,"Option , WaterSave , ID Connected to Variable",Enum,Recharge groundwater,,Option item for WaterSave,,Recharge groundwater,,,,,,,DevNoMi,08/10/2026 08:57:11,Recharge groundwater,भूजल पुनर्भरण,भूजल पुनर्भरण,
OPT_RSE,Variable,WaterSave,"Option , WaterSave , ID Connected to Variable",Enum,Reduce soil erosion,,Option item for WaterSave,,Reduce soil erosion,,,,,,,DevNoMi,08/10/2026 08:57:11,Reduce soil erosion,मिट्टी के कटाव को कम करें,जमिनीची धूप कमी करा,
OPT_RNO,Variable,WaterSave,"Option , WaterSave , ID Connected to Variable",Enum,Reduce run off,,Option item for WaterSave,,Reduce run off,,,,,,,DevNoMi,08/10/2026 08:57:11,Reduce run off,अपवाह को कम करें,वाहून जाणारे पाणी कमी करा,
OPT_DNT,Variable,WaterSave,"Option , WaterSave , ID Connected to Variable",Enum,Don’t know,,Option item for WaterSave,,Don’t know,,,,,,,DevNoMi,08/10/2026 08:57:11,Don’t know,पता नहीं,माहित नाही,
OPT_DES,Variable,WaterSave,"Option , WaterSave , ID Connected to Variable",Enum,Desilting existing structures and sources,,Option item for WaterSave,,Desilting existing structures and sources,,,,,,,DevNoMi,08/10/2026 08:57:11,Desilting existing structures and sources,मौजूदा संरचनाओं और स्रोतों से गाद निकालना,विद्यमान संरचना आणि स्रोतांमधील गाळ काढणे,
OPT_MFB,Variable,WaterSave,"Option , WaterSave , ID Connected to Variable",Enum,Making farm bunds,,Option item for WaterSave,,Making farm bunds,,,,,,,DevNoMi,08/10/2026 08:57:11,Making farm bunds,खेतों की मेड़ें बनाना,शेताचे बांध बनवणे,
OPT_CWHS,Variable,WaterSave,"Option , WaterSave , ID Connected to Variable",Enum,Create water harvesting structures,,Option item for WaterSave,,Create water harvesting structures,,,,,,,DevNoMi,08/10/2026 08:57:11,Create water harvesting structures,जल संचयन संरचनाओं का निर्माण करें,जल संचयन संरचना तयार करा,
OPT_SWTR,Variable,WaterSave,"Option , WaterSave , ID Connected to Variable",Enum,Saves water,,Option item for WaterSave,,Saves water,,,,,,,DevNoMi,08/10/2026 08:57:11,Saves water,पानी की बचत होती है,पाणी वाचवते,
OPT_ICP,Variable,WaterSave,"Option , WaterSave , ID Connected to Variable",Enum,Increases crop production,,Option item for WaterSave,,Increases crop production,,,,,,,DevNoMi,08/10/2026 08:57:11,Increases crop production,फसल उत्पादन बढ़ाता है,पिकांचे उत्पादन वाढवते,
OPT_RCOP,Variable,WaterSave,"Option , WaterSave , ID Connected to Variable",Enum,"Reduce cost of production by reducing use of fertilizer, pesticide and labour for weeding",,Option item for WaterSave,,"Reduce cost of production by reducing use of fertilizer, pesticide and labour for weeding",,,,,,,DevNoMi,08/10/2026 08:57:11,"Reduce cost of production by reducing use of fertilizer, pesticide and labour for weeding","खरपतवार नियंत्रण के लिए उर्वरक, कीटनाशक और श्रम का उपयोग कम करके उत्पादन लागत को कम करें।","खते, कीटकनाशके आणि तण काढण्यासाठी लागणाऱ्या मजुरांचा वापर कमी करून उत्पादन खर्च कमी करा.",
OPT_SFER,Variable,WaterSave,"Option , WaterSave , ID Connected to Variable",Enum,Sufficient year round,,Option item for WaterSave,,Sufficient year round,,,,,,,DevNoMi,08/10/2026 08:57:11,Sufficient year round,पूरे वर्ष पर्याप्त,वर्षभर पुरेसे,
OPT_AIMO,Variable,WaterSave,"Option , WaterSave , ID Connected to Variable",Enum,Adequate in monsoon only,,Option item for WaterSave,,Adequate in monsoon only,,,,,,,DevNoMi,08/10/2026 08:57:11,Adequate in monsoon only,मानसून में ही पर्याप्त,फक्त पावसाळ्यातच पुरेसे,
OPT_SMOTY,Variable,WaterSave,"Option , WaterSave , ID Connected to Variable",Enum,Scarce most of the year,,Option item for WaterSave,,Scarce most of the year,,,,,,,DevNoMi,08/10/2026 08:57:11,Scarce most of the year,साल के अधिकांश समय दुर्लभ,वर्षभरातील बहुतेक काळ दुर्मिळ,
OPT_Sweet,Variable,WaterSave,"Option , WaterSave , ID Connected to Variable",Enum,Sweet,,Option item for WaterSave,,Sweet,,,,,,,DevNoMi,08/10/2026 08:57:11,Sweet,मिठाई,गोड,
OPT_Salty,Variable,WaterSave,"Option , WaterSave , ID Connected to Variable",Enum,Salty,,Option item for WaterSave,,Salty,,,,,,,DevNoMi,08/10/2026 08:57:11,Salty,नमकीन,खारट,
OPT_FMW,Variable,WaterSave,"Option , WaterSave , ID Connected to Variable",Enum,Fluoride mixed water,,Option item for WaterSave,,Fluoride mixed water,,,,,,,DevNoMi,08/10/2026 08:57:11,Fluoride mixed water,फ्लोराइड मिश्रित पानी,फ्लोराईड मिश्रित पाणी,
OPT_NMW,Variable,WaterSave,"Option , WaterSave , ID Connected to Variable",Enum,Nitrite mixed water,,Option item for WaterSave,,Nitrite mixed water,,,,,,,DevNoMi,08/10/2026 08:57:11,Nitrite mixed water,नाइट्राइट मिश्रित पानी,नायट्राइट मिश्रित पाणी,
OPT_100Met,Variable,WaterSave,"Option , WaterSave , ID Connected to Variable",Enum,Less than 100 meters,,Option item for WaterSave,,Less than 100 meters,,,,,,,DevNoMi,08/10/2026 08:57:11,Less than 100 meters,100 मीटर से कम,१०० मीटरपेक्षा कमी,
OPT_200Met,Variable,WaterSave,"Option , WaterSave , ID Connected to Variable",Enum,100-200 meters,,Option item for WaterSave,,100-200 meters,,,,,,,DevNoMi,08/10/2026 08:57:11,100-200 meters,100-200 मीटर,१००-२०० मीटर,
OPT_500Met,Variable,WaterSave,"Option , WaterSave , ID Connected to Variable",Enum,200-500 meters,,Option item for WaterSave,,200-500 meters,,,,,,,DevNoMi,08/10/2026 08:57:11,200-500 meters,200-500 मीटर,२००-५०० मीटर,
OPT_1Km,Variable,WaterSave,"Option , WaterSave , ID Connected to Variable",Enum,500 meters-1 km,,Option item for WaterSave,,500 meters-1 km,,,,,,,DevNoMi,08/10/2026 08:57:11,500 meters-1 km,500 मीटर-1 किलोमीटर,५०० मीटर - १ किमी,
OPT_MoreThen1Km,Variable,WaterSave,"Option , WaterSave , ID Connected to Variable",Enum,More than 1 km,,Option item for WaterSave,,More than 1 km,,,,,,,DevNoMi,08/10/2026 08:57:11,More than 1 km,1 किमी से अधिक,१ किमी पेक्षा जास्त,
OPT_ATMa,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,Yes always,,Option item for Livestock_Water,,Yes always,,,,,,,DevNoMi,08/10/2026 08:57:11,Yes always,हाँ हमेशा,हो नेहमीच,
OPT_ATMb,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,"Yes, once or twice a week",,Option item for Livestock_Water,,"Yes, once or twice a week",,,,,,,DevNoMi,08/10/2026 08:57:11,"Yes, once or twice a week","हां, सप्ताह में एक या दो बार","हो, आठवड्यातून एकदा किंवा दोनदा",
OPT_ATMc,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,"Yes, but only if there is no other option",,Option item for Livestock_Water,,"Yes, but only if there is no other option",,,,,,,DevNoMi,08/10/2026 08:57:11,"Yes, but only if there is no other option","हां, लेकिन केवल तभी जब कोई अन्य विकल्प न हो।","हो, पण दुसरा कोणताही पर्याय नसल्यासच.",
OPT_ATMd,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,"Yes, mainly during summer",,Option item for Livestock_Water,,"Yes, mainly during summer",,,,,,,DevNoMi,08/10/2026 08:57:11,"Yes, mainly during summer","हां, मुख्य रूप से गर्मियों के दौरान","हो, मुख्यत्वे उन्हाळ्यात",
OPT_ATMe,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,No,,Option item for Livestock_Water,,No,,,,,,,DevNoMi,08/10/2026 08:57:11,No,नहीं,नाही,
OPT_6A,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,The taste is good,,Option item for Livestock_Water,,The taste is good,,,,,,,DevNoMi,08/10/2026 08:57:11,The taste is good,स्वाद अच्छा है,चव चांगली आहे,
OPT_6B,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,It is convenient to get water from Water ATM,,Option item for Livestock_Water,,It is convenient to get water from Water ATM,,,,,,,DevNoMi,08/10/2026 08:57:11,It is convenient to get water from Water ATM,वाटर एटीएम से पानी लेना सुविधाजनक है।,वॉटर एटीएममधून पाणी घेणे सोयीचे असते.,
OPT_6C,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,Water is clean and healthy,,Option item for Livestock_Water,,Water is clean and healthy,,,,,,,DevNoMi,08/10/2026 08:57:11,Water is clean and healthy,पानी साफ और स्वास्थ्यवर्धक है।,पाणी स्वच्छ आणि आरोग्यदायी आहे,
OPT_6D,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,I find it affordable,,Option item for Livestock_Water,,I find it affordable,,,,,,,DevNoMi,08/10/2026 08:57:11,I find it affordable,मुझे यह किफायती लगता है,मला ते परवडणारे वाटते,
OPT_6E,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,We don’t like the taste,,Option item for Livestock_Water,,We don’t like the taste,,,,,,,DevNoMi,08/10/2026 08:57:11,We don’t like the taste,हमें इसका स्वाद पसंद नहीं है,आम्हाला चव आवडत नाही,
OPT_6F,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,It is not convenient to get water from Water ATM,,Option item for Livestock_Water,,It is not convenient to get water from Water ATM,,,,,,,DevNoMi,08/10/2026 08:57:11,It is not convenient to get water from Water ATM,वाटर एटीएम से पानी लेना सुविधाजनक नहीं है।,वॉटर एटीएममधून पाणी मिळवणे सोयीचे नाही.,
OPT_6G,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,I don’t see any difference in quality,,Option item for Livestock_Water,,I don’t see any difference in quality,,,,,,,DevNoMi,08/10/2026 08:57:11,I don’t see any difference in quality,मुझे गुणवत्ता में कोई अंतर नहीं दिखता।,मला गुणवत्तेत काही फरक दिसत नाही.,
OPT_6H,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,I don’t find it affordable,,Option item for Livestock_Water,,I don’t find it affordable,,,,,,,DevNoMi,08/10/2026 08:57:11,I don’t find it affordable,मुझे यह किफायती नहीं लगता।,मला ते परवडणारे वाटत नाही.,
OPT_6I,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,I don’t like to pay for water,,Option item for Livestock_Water,,I don’t like to pay for water,,,,,,,DevNoMi,08/10/2026 08:57:11,I don’t like to pay for water,मुझे पानी के लिए पैसे देना पसंद नहीं है।,मला पाण्यासाठी पैसे द्यायला आवडत नाही.,
OPT_6J,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,"Any other, specify",,Option item for Livestock_Water,,"Any other, specify",,,,,,,DevNoMi,08/10/2026 08:57:11,"Any other, specify","कोई अन्य हो तो, निर्दिष्ट करें","इतर काही असल्यास, नमूद करा.",
OPT_Cows,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,Cows:,,Option item for Livestock_Water,,Cows:,,,,,,,DevNoMi,08/10/2026 08:57:11,Cows:,गायें:,गाई:,
OPT_Ox,Variable,,"Option , None , ID Connected to Variable",Enum,Ox,,Option item for None,,Ox,,,,,,,DevNoMi,08/10/2026 08:57:11,Ox,बैल,बैल,
OPT_Buffaloes,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,Buffaloes:,,Option item for Livestock_Water,,Buffaloes:,,,,,,,DevNoMi,08/10/2026 08:57:11,Buffaloes:,भैंसें:,म्हशी:,
OPT_Goats,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,Goats,,Option item for Livestock_Water,,Goats,,,,,,,DevNoMi,08/10/2026 08:57:11,Goats,बकरी,शेळ्या,
OPT_Sheep,Variable,,"Option , None , ID Connected to Variable",Enum,Sheep,,Option item for None,,Sheep,,,,,,,DevNoMi,08/10/2026 08:57:11,Sheep,भेड़,मेंढी,
OPT_Poultry,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,Poultry:,,Option item for Livestock_Water,,Poultry:,,,,,,,DevNoMi,08/10/2026 08:57:11,Poultry:,मुर्गीपालन:,कुक्कुटपालन:,
OPT_Pigs,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,Pigs:,,Option item for Livestock_Water,,Pigs:,,,,,,,DevNoMi,08/10/2026 08:57:11,Pigs:,सूअर:,डुकरे:,
OPT_Other,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,Other:,,Option item for Livestock_Water,,Other:,,,,,,,DevNoMi,08/10/2026 08:57:11,Other:,अन्य:,इतर:,
OPT_River,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,River,,Option item for Livestock_Water,,River,,,,,,,DevNoMi,08/10/2026 08:57:11,River,नदी,नदी,
OPT_Pond/tanker,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,Pond/tanker,,Option item for Livestock_Water,,Pond/tanker,,,,,,,DevNoMi,08/10/2026 08:57:11,Pond/tanker,तालाब/टैंकर,तलाव/टँकर,
OPT_Wells,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,Wells,,Option item for Livestock_Water,,Wells,,,,,,,DevNoMi,08/10/2026 08:57:11,Wells,वेल्स,वेल्स,
OPT_Borewell,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,Borewell,,Option item for Livestock_Water,,Borewell,,,,,,,DevNoMi,08/10/2026 08:57:11,Borewell,बोरवेल,बोअरवेल,
OPT_Handpump,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,Handpump,,Option item for Livestock_Water,,Handpump,,,,,,,DevNoMi,08/10/2026 08:57:11,Handpump,हैंडपंप,हातपंप,
OPT_Piped water,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,Piped water,,Option item for Livestock_Water,,Piped water,,,,,,,DevNoMi,08/10/2026 08:57:11,Piped water,पानी पहुंचाया,नळाचे पाणी,
OPT_WaterATM,Variable,,"Option , None , ID Connected to Variable",Enum,Water ATM,,Option item for None,,Water ATM,,,,,,,DevNoMi,08/10/2026 08:57:11,Water ATM,वाटर एटीएम,वॉटर एटीएम,
OPT_RO Plant,Variable,,"Option , None , ID Connected to Variable",Enum,RO Plant,,Option item for None,,RO Plant,,,,,,,DevNoMi,08/10/2026 08:57:11,RO Plant,आरओ प्लांट,आरओ प्लांट,
OPT_Bring water from wells/borewells at the farm,Variable,,"Option , None , ID Connected to Variable",Enum,Bring water from wells/borewells at the farm,,Option item for None,,Bring water from wells/borewells at the farm,,,,,,,DevNoMi,08/10/2026 08:57:11,Bring water from wells/borewells at the farm,खेत में मौजूद कुओं/बोरवेलों से पानी लाएँ।,शेतातील विहिरी/बोअरवेलमधून पाणी आणा,
OPT_Water from water tanker,Variable,,"Option , None , ID Connected to Variable",Enum,Water from water tanker,,Option item for None,,Water from water tanker,,,,,,,DevNoMi,08/10/2026 08:57:11,Water from water tanker,पानी के टैंकर से पानी,पाण्याच्या टँकरमधील पाणी,
OPT_Reducedmilkproduction,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,Reduced milk production,,Option item for Livestock_Water,,Reduced milk production,,,,,,,DevNoMi,08/10/2026 08:57:11,Reduced milk production,दूध उत्पादन में कमी,दुधाचे उत्पादन कमी झाले,
OPT_Insufficientfodder,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,Insufficient fodder,,Option item for Livestock_Water,,Insufficient fodder,,,,,,,DevNoMi,08/10/2026 08:57:11,Insufficient fodder,अपर्याप्त चारा,अपुरा चारा,
OPT_Pooranimalhealth,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,Poor animal health,,Option item for Livestock_Water,,Poor animal health,,,,,,,DevNoMi,08/10/2026 08:57:11,Poor animal health,पशु स्वास्थ्य खराब,प्राण्यांचे खराब आरोग्य,
OPT_Migration/sellinganimals,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,Migration/selling animals,,Option item for Livestock_Water,,Migration/selling animals,,,,,,,DevNoMi,08/10/2026 08:57:11,Migration/selling animals,प्रवास/पशुओं की बिक्री,स्थलांतर/प्राण्यांची विक्री,
OPT_Extratimefetchingwater,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,Extra time spent fetching water,,Option item for Livestock_Water,,Extra time spent fetching water,,,,,,,DevNoMi,08/10/2026 08:57:11,Extra time spent fetching water,पानी लाने में अतिरिक्त समय व्यतीत होता है,पाणी आणण्यात घालवलेला अतिरिक्त वेळ,
OPT_NoAnimalRearing,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,I don’t have interest in animal rearing,,Option item for Livestock_Water,,I don’t have interest in animal rearing,,,,,,,DevNoMi,08/10/2026 08:57:11,I don’t have interest in animal rearing,मुझे पशुपालन में कोई रुचि नहीं है।,मला प्राणीपालनात रस नाही.,
OPT_NoSpaceHome,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,I don’t have space at home,,Option item for Livestock_Water,,I don’t have space at home,,,,,,,DevNoMi,08/10/2026 08:57:11,I don’t have space at home,मेरे घर में जगह नहीं है,माझ्याकडे घरी जागा नाही,
OPT_NoKnowledgeAnimalRearing,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,I don’t have knowledge of animal rearing,,Option item for Livestock_Water,,I don’t have knowledge of animal rearing,,,,,,,DevNoMi,08/10/2026 08:57:11,I don’t have knowledge of animal rearing,मुझे पशुपालन का ज्ञान नहीं है।,मला पशुपालनाचे ज्ञान नाही.,
OPT_NoSufficientWater,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,I can’t provide sufficient water,,Option item for Livestock_Water,,I can’t provide sufficient water,,,,,,,DevNoMi,08/10/2026 08:57:11,I can’t provide sufficient water,मैं पर्याप्त पानी उपलब्ध नहीं करा सकता,मी पुरेसे पाणी देऊ शकत नाही,
OPT_NoProvideFodder,Variable,Livestock_Water,"Option , Livestock_Water , ID Connected to Variable",Enum,I can’t provide fodder,,Option item for Livestock_Water,,I can’t provide fodder,,,,,,,DevNoMi,08/10/2026 08:57:11,I can’t provide fodder,मैं चारा उपलब्ध नहीं करा सकता,मी चारा पुरवू शकत नाही,
OPT_WildAttack,Variable,,"Option , None , ID Connected to Variable",Enum,Attack of Wild Animals,,Option item for None,,Attack of Wild Animals,,,,,,,DevNoMi,08/10/2026 08:57:11,Attack of Wild Animals,जंगली जानवरों का हमला,वन्य प्राण्यांचा हल्ला,
OPT_b0c5de1c,Variable,,"Option , None , ID Connected to Variable",Enum,Sghshs,,Option item for None,,Sghshs,,,,,,,DevNoMi,08/10/2026 08:57:11,Sghshs,एसजीएचएसएचएस,श्श्श,
